vectorCase	-9223372036854775808	-9223372036854775808	-9223372036854775808	-2147483649	-36507221775
vectorCase	-9223372036854775808	-2147483649	-1	-2147483648	55834575674
vectorCase	-9223372036854775808	-2147483648	2147483647	-1	12884902140
vectorCase	-9223372036854775808	-1	-9223372036854775808	0	823
vectorCase	-9223372036854775808	0	-1	1	794
vectorCase	-9223372036854775808	1	2147483647	2147483647	60129542369
vectorCase	-9223372036854775808	2147483647	-9223372036854775808	2147483648	55834575671
vectorCase	-9223372036854775808	2147483648	-1	9223372036854775807	-23622319876
vectorCase	-9223372036854775808	9223372036854775807	2147483647	-9223372036854775808	-27917286598
vectorCase	-2147483649	-9223372036854775808	-2147483649	0	55834575054
vectorCase	-2147483649	-2147483649	0	1	60129542949
vectorCase	-2147483649	-2147483648	2147483648	2147483647	202
vectorCase	-2147483649	-1	-2147483649	2147483648	-23622319933
vectorCase	-2147483649	0	0	9223372036854775807	-49392123702
vectorCase	-2147483649	1	2147483648	-9223372036854775808	55834575086
vectorCase	-2147483649	2147483647	-2147483649	-2147483649	208
vectorCase	-2147483649	2147483648	0	-2147483648	-27917287207
vectorCase	-2147483649	9223372036854775807	2147483648	-1	55834575047
vectorCase	-2147483648	-9223372036854775808	-2147483648	2147483648	-23622319360
vectorCase	-2147483648	-2147483649	1	9223372036854775807	60129542389
vectorCase	-2147483648	-2147483648	9223372036854775807	-9223372036854775808	60129542925
vectorCase	-2147483648	-1	-2147483648	-2147483649	-23622319930
vectorCase	-2147483648	0	1	-2147483648	12884902707
vectorCase	-2147483648	1	9223372036854775807	-1	-49392123679
vectorCase	-2147483648	2147483647	-2147483648	0	-36507221193
vectorCase	-2147483648	2147483648	1	1	60129542948
vectorCase	-2147483648	9223372036854775807	9223372036854775807	2147483647	12884902091
vectorCase	-1	-9223372036854775808	-1	-2147483649	-36507221795
vectorCase	-1	-2147483649	2147483647	-2147483648	-49392123709
vectorCase	-1	-2147483648	-9223372036854775808	-1	-23622319926
vectorCase	-1	-1	-1	0	195
vectorCase	-1	0	2147483647	1	-27917286593
vectorCase	-1	1	-9223372036854775808	2147483647	-36507221763
vectorCase	-1	2147483647	-1	2147483648	55834575043
vectorCase	-1	2147483648	2147483647	9223372036854775807	12884902109
vectorCase	-1	9223372036854775807	-9223372036854775808	-9223372036854775808	212
vectorCase	0	-9223372036854775808	0	0	768
vectorCase	0	-2147483649	2147483648	1	12884902688
vectorCase	0	-2147483648	-2147483649	2147483647	-49392123652
vectorCase	0	-1	0	2147483648	-36507221193
vectorCase	0	0	2147483648	9223372036854775807	-27917287183
vectorCase	0	1	-2147483649	-9223372036854775808	-27917286640
vectorCase	0	2147483647	0	-2147483649	55834575046
vectorCase	0	2147483648	2147483648	-2147483648	-49392123136
vectorCase	0	9223372036854775807	-2147483649	-1	-27917287221
vectorCase	1	-9223372036854775808	1	2147483648	-36507221030
vectorCase	1	-2147483649	9223372036854775807	9223372036854775807	-23622319114
vectorCase	1	-2147483648	-2147483648	-9223372036854775808	12884902863
vectorCase	1	-1	1	-2147483649	-36507221040
vectorCase	1	0	9223372036854775807	-2147483648	-36507220996
vectorCase	1	1	-2147483648	-1	-27917286445
vectorCase	1	2147483647	1	0	-23622319161
vectorCase	1	2147483648	9223372036854775807	1	-23622319155
vectorCase	1	9223372036854775807	-2147483648	2147483647	60129543109
vectorCase	2147483647	-9223372036854775808	2147483647	-2147483649	-23622319907
vectorCase	2147483647	-2147483649	-9223372036854775808	-2147483648	-27917287212
vectorCase	2147483647	-2147483648	-1	-1	60129542365
vectorCase	2147483647	-1	2147483647	0	55834575043
vectorCase	2147483647	0	-9223372036854775808	1	-49392123096
vectorCase	2147483647	1	-1	2147483647	12884902122
vectorCase	2147483647	2147483647	2147483647	2147483648	195
vectorCase	2147483647	2147483648	-9223372036854775808	9223372036854775807	60129542346
vectorCase	2147483647	9223372036854775807	-1	-9223372036854775808	-49392123709
vectorCase	2147483648	-9223372036854775808	2147483648	0	55834575616
vectorCase	2147483648	-2147483649	-2147483649	1	-36507221203
vectorCase	2147483648	-2147483648	0	2147483647	-27917287183
vectorCase	2147483648	-1	2147483648	2147483648	-23622319305
vectorCase	2147483648	0	-2147483649	9223372036854775807	55834575100
vectorCase	2147483648	1	0	-9223372036854775808	-49392123107
vectorCase	2147483648	2147483647	2147483648	-2147483649	198
vectorCase	2147483648	2147483648	-2147483649	-2147483648	781
vectorCase	2147483648	9223372036854775807	0	-1	-49392123706
vectorCase	9223372036854775807	-9223372036854775808	9223372036854775807	2147483648	-36507221810
vectorCase	9223372036854775807	-2147483649	-2147483648	9223372036854775807	12884902087
vectorCase	9223372036854775807	-2147483648	1	-9223372036854775808	-23622319916
vectorCase	9223372036854775807	-1	9223372036854775807	-2147483649	-36507221808
vectorCase	9223372036854775807	0	-2147483648	-2147483648	60129542361
vectorCase	9223372036854775807	1	1	-1	240
vectorCase	9223372036854775807	2147483647	9223372036854775807	0	-23622319933
vectorCase	9223372036854775807	2147483648	-2147483648	1	12884902696
vectorCase	9223372036854775807	9223372036854775807	1	2147483647	-36507221814
subtractCase	-9223372036854775808	-9223372036854775808	-9223372036854775808	-2147483649	-49392123625
subtractCase	-9223372036854775808	-2147483649	-1	-2147483648	64424509474
subtractCase	-9223372036854775808	-2147483648	2147483647	-1	55834575108
