plusCase	-9223372036854775808	-32768	3210871
plusCase	-9223372036854775808	-512	6186615
plusCase	-81985529216486895	-513	1669489
plusCase	-81985529216486895	16	1912829
plusCase	-65537	-15	6414621
plusCase	-65537	65534	6420601
plusCase	-65536	-128	6363255
plusCase	-65536	9	724643
plusCase	-32769	64	3239697
plusCase	-32769	512	3445777
plusCase	-32768	-9223372036854775808	3210871
plusCase	-32768	32767	3407019
plusCase	-32767	-16384	1835229
plusCase	-32767	-32	3196765
plusCase	-16385	-257	3714629
plusCase	-16385	256	3950609
plusCase	-16384	-32767	2588739
plusCase	-16384	-7	3830243
plusCase	-16383	-8	3830397
plusCase	-16383	17	3841897
plusCase	-8193	1024	5598225
plusCase	-8192	-8191	2605123
plusCase	-8192	65534	5126879
plusCase	-8191	-8192	2605277
plusCase	-8191	-1	5127953
plusCase	-4097	-129	5354565
plusCase	-4097	4096	2776081
plusCase	-4096	-2047	4472899
plusCase	-4096	-3	5413139
plusCase	-4095	5	5417433
plusCase	-4095	33	5430313
plusCase	-2049	2048	3091473
plusCase	-2049	16384	2804753
plusCase	-2048	-511	4929603
plusCase	-2048	65537	5165123
plusCase	-2047	-4096	3281117
plusCase	-2047	17	5173097
plusCase	-1025	-65	5762885
plusCase	-1025	65535	5792325
plusCase	-1024	-127	5734979
plusCase	-1024	0	5793399
plusCase	-1023	65	5823913
plusCase	-513	-81985529216486895	2631325
plusCase	-513	4096	2289681
plusCase	-512	-9223372036854775808	6107767
plusCase	-512	-31	6093507
plusCase	-511	-2048	5166301
plusCase	-511	257	4522665
plusCase	-257	-16385	4428869
plusCase	-257	-33	6249157
plusCase	-256	-7	6261731
plusCase	-256	3	6266331
plusCase	-255	129	4620969
plusCase	-255	1025	1035433
plusCase	-129	-4097	4458309
plusCase	-129	8192	2443537
plusCase	-128	-65536	6343543
plusCase	-128	0	6343543
plusCase	-127	-1024	5873117
plusCase	-127	4097	1806249
plusCase	-65	-1025	5910725
plusCase	-65	-17	6374405
plusCase	-64	7	6386059
plusCase	-63	257	800041
plusCase	-63	16385	1796393
plusCase	-33	-257	6283653
plusCase	-33	16384	1814353
plusCase	-32	-32767	3191683
plusCase	-32	31	3402091
plusCase	-31	-512	6167581
plusCase	-31	65536	6403101
plusCase	-17	-65	6381797
plusCase	-17	-9	6407557
plusCase	-16	15	3404555
plusCase	-16	127	769099
plusCase	-15	-65537	6412465
plusCase	-15	513	226377
plusCase	-9	-17	6408789
plusCase	-9	32768	3205345
plusCase	-8	-16383	4582675
plusCase	-8	511	229755
plusCase	-7	-16384	4582829
plusCase	-7	-256	6300077
plusCase	-5	-5	6416765
plusCase	-4	31	732307
plusCase	-4	2047	938771
plusCase	-3	-4096	4536133
plusCase	-3	1025	469265
plusCase	-2	1	3406711
plusCase	-2	65535	4716511
plusCase	-1	-8191	3898845
plusCase	-1	8191	2521669
plusCase	0	-1024	5951095
plusCase	0	-128	6363255
plusCase	0	0	3407479
plusCase	0	1	2555971
plusCase	0	2	2556431
plusCase	0	16383	1834155
plusCase	0	32767	3210411
plusCase	0	32768	3210871
plusCase	0	32769	3211331
plusCase	0	65534	4520671
plusCase	0	65535	3407019
plusCase	1	-2	3407173
plusCase	1	0	2556125
plusCase	1	1	2556585
plusCase	1	2	2229365
plusCase	1	8	3901
plusCase	1	16383	1834769
plusCase	1	32767	3211025
plusCase	1	32768	3211485
plusCase	1	32769	3211945
plusCase	1	65534	3407173
plusCase	1	65535	3407633
plusCase	2	0	328515
plusCase	2	1	1295
plusCase	2	2	1755
plusCase	2	63	29815
plusCase	2	16383	1835383
plusCase	2	32767	3211639
plusCase	2	32768	3212099
plusCase	2	32769	3212559
plusCase	2	65534	2686891
plusCase	2	65535	1835383
plusCase	3	-256	6306217
