timesCase	-9223372036854775808	-2147483648	-49392123626
timesCase	-9223372036854775808	-64	10070
timesCase	-81985529216486895	-33554433	-16381870011
timesCase	-81985529216486895	8	-33882519226
timesCase	-4294967297	-1048575	347078627
timesCase	-4294967297	2047	-677255
timesCase	-4294967296	-16384	2507030
timesCase	-4294967296	262145	-40107907
timesCase	-2147483649	-257	-17179783815
timesCase	-2147483649	67108864	-13623099090
timesCase	-2147483648	-9223372036854775808	-38654705386
timesCase	-2147483648	-2147483648	-10737417962
timesCase	-2147483648	-2147483647	-45097156483
timesCase	-2147483648	-65537	-17169841745
timesCase	-2147483648	-7	-17179867835
timesCase	-2147483648	-1	-17179868753
timesCase	-2147483648	0	-38654705386
timesCase	-2147483648	1	4294967421
timesCase	-2147483648	65537	4284940413
timesCase	-2147483648	2147483646	-10737417656
timesCase	-2147483648	2147483647	-45097156177
timesCase	-2147483647	-2147483648	-45097156354
timesCase	-2147483647	-2147483647	10737418519
timesCase	-2147483647	-33554432	-9428795138
timesCase	-2147483647	-65537	-4296605467
timesCase	-2147483647	-1	-17179868955
timesCase	-2147483647	0	-38654705410
timesCase	-2147483647	1	4294967575
timesCase	-2147483647	17	4294967975
timesCase	-2147483647	65537	4296605975
timesCase	-2147483647	2147483646	-15032385332
timesCase	-2147483647	2147483647	-10737418011
timesCase	-1073741825	-131073	-36463836551
timesCase	-1073741825	1024	-12885240530
timesCase	-1073741824	-1023	-2147326851
timesCase	-1073741824	65535	10727391663
timesCase	-1073741823	-4	-12884901734
timesCase	-1073741823	2097153	-2095054569
timesCase	-536870913	128	25769761710
timesCase	-536870913	134217728	-18656263890
timesCase	-536870912	32767	-3226238545
timesCase	-536870912	4294967297	-22548578179
timesCase	-536870911	-268435456	-28185722626
timesCase	-536870911	4194305	-22443720425
timesCase	-268435457	-4194305	8367637113
timesCase	-268435457	1073741824	-13958643410
timesCase	-268435456	-536870911	6442451069
timesCase	-268435456	-131071	-11254235011
timesCase	-268435455	-2097152	-10789846786
timesCase	-268435455	-2048	-10737469186
timesCase	-134217729	-8193	-20129947015
timesCase	-134217729	-33	-20132647975
timesCase	-134217728	-63	9395250877
timesCase	-134217728	3	8858369867
timesCase	-134217727	9	-9932111393
timesCase	-134217727	129	9395244439
timesCase	-67108865	2048	1609935150
timesCase	-67108865	8192	1607901486
timesCase	-67108864	524287	13475774895
timesCase	-67108863	16777217	-9915334377
timesCase	-67108863	67108865	-8657043177
timesCase	-33554433	-81985529216486895	-10517002957
timesCase	-33554433	1073741824	-2415918802
timesCase	-33554432	-2147483647	-3019898755
timesCase	-33554432	-33554431	-33554307
timesCase	-33554431	-33554432	-33554178
timesCase	-33554431	-131072	802029822
timesCase	-16777217	-524289	3562537593
timesCase	-16777217	-513	3389167737
timesCase	-16777216	-16383	-2581184387
timesCase	-16777216	-3	9361687265
timesCase	-16777215	-256	402647038
timesCase	-16777215	129	53250887063
timesCase	-8388609	-5	7667189669
timesCase	-8388609	32768	190480686
timesCase	-8388608	31	1157623439
timesCase	-8388608	8388607	411042223
timesCase	-8388607	1025	-1291819753
timesCase	-8388607	1073741825	4076863767
timesCase	-4194305	-268435457	-4789894535
timesCase	-4194305	65536	78971182
timesCase	-4194304	-2097151	-325058435
timesCase	-4194304	4194303	205521327
timesCase	-4194303	-8192	100458750
timesCase	-4194303	134217729	2709520663
timesCase	-2097153	-33	12369013721
timesCase	-2097153	81985529216486895	-17245094615
timesCase	-2097152	-268435455	-6496976771
timesCase	-2097152	15	-5549066209
timesCase	-2097151	-4194304	-54525698
timesCase	-2097151	2049	-322909929
timesCase	-1048577	-65537	233505401
timesCase	-1048577	524288	-148373202
timesCase	-1048576	-2047	8428767357
timesCase	-1048576	134217727	26921140655
timesCase	-1048575	-4294967297	211812581
timesCase	-1048575	-32	5997854174
timesCase	-524289	-16777217	5659165305
timesCase	-524289	4	-360711166
timesCase	-524288	-131071	-60686211
timesCase	-524288	255	-23784888145
timesCase	-524287	-512	549441278
timesCase	-524287	8193	-80535273
timesCase	-262145	-2	99615684
timesCase	-262145	524288	-167247570
timesCase	-262144	255	-11892463441
timesCase	-262144	33554431	-5080874577
timesCase	-262143	32769	-39550697
timesCase	-262143	1073741825	5328339223
timesCase	-131073	-1073741825	3247702649
timesCase	-131073	8388608	-2773483218
timesCase	-131072	-33554431	5113643133
timesCase	-131072	2147483646	-49342315960
timesCase	-131071	-268435456	23357030654
timesCase	-131071	-524288	-9961218
timesCase	-65537	-2147483648	6444024110
timesCase	-65537	-2147483647	6432358371
timesCase	-65537	-1048577	360317561
timesCase	-65537	-65537	34931321
timesCase	-65537	-8193	18269561465
timesCase	-65537	-1	13238905
timesCase	-65537	0	1573166
timesCase	-65537	1	-10092573
timesCase	-65537	65537	-31784989
timesCase	-65537	2147483646	-6417546300
timesCase	-65537	2147483647	6455689849
timesCase	-65536	-8191	18244771965
timesCase	-65536	-255	2976291197
timesCase	-65535	-32	374865374
timesCase	-65535	-4	48234650
timesCase	-32769	16	-92541826
timesCase	-32769	32	-185870386
timesCase	-32768	2047	-11939071569
timesCase	-32768	4095	-23884762705
timesCase	-32767	65537	25766396183
timesCase	-32767	524289	8061207
timesCase	-16385	4194304	-1387921106
timesCase	-16385	134217728	2818965806
timesCase	-16384	-4294967296	393494
timesCase	-16384	268435455	6177325487
timesCase	-16383	-16777216	-419036930
timesCase	-16383	9223372036854775807	3309797
timesCase	-8193	-134217729	-2816916871
timesCase	-8193	-65537	18276958841
timesCase	-8192	-4194303	640467069
timesCase	-8192	-511	745403005
timesCase	-8191	-65536	18252169470
timesCase	-8191	-1	1655013
timesCase	-4097	-1025	747753081
timesCase	-4097	256	-186632658
timesCase	-4096	-31	22705053
timesCase	-4096	65535	-546070097
timesCase	-4095	5	-3546757
timesCase	-4095	8388609	209084695
timesCase	-2049	256	-93358546
timesCase	-2049	2147483647	6442865273
timesCase	-2048	-268435455	-6174330755
timesCase	-2048	16383	-5974781521
timesCase	-2047	-1048576	-12911066882
timesCase	-2047	524289	10750210327
timesCase	-1025	-4097	748149369
timesCase	-1025	33554432	-11106492114
timesCase	-1024	-31	5680029
timesCase	-1024	2147483646	-49391734200
timesCase	-1023	-1073741824	-22548553474
