orderedInts	-9223372036854775808	6459949286513074060
orderedInts	-9223372036854775807	6459949286513074116
orderedInts	-6172840429334713771	-7177721429458968028
orderedInts	-6148914691236517206	-7082018477066181768
orderedInts	-4611686018427387905	2763422750341704720
orderedInts	-4611686018427387904	-2763422750341701748
orderedInts	-4611686018427387903	-2763422750341701692
orderedInts	-2305843009213693953	-6459949286513071088
orderedInts	-2305843009213693952	-2763422750341701748
orderedInts	-2305843009213693951	-2763422750341701692
orderedInts	-1152921504606846977	-4154106277299377136
orderedInts	-1152921504606846976	-5069265759555395700
orderedInts	-1152921504606846975	-5069265759555395644
orderedInts	-576460752303423489	-1848263268085683184
orderedInts	-576460752303423488	8765792295726768012
orderedInts	-576460752303423487	8765792295726768068
orderedInts	-288230376151711745	3339883502645128208
orderedInts	-288230376151711744	-1034040493431431284
orderedInts	-288230376151711743	-1034040493431431228
orderedInts	-144115188075855873	3916344254948551696
orderedInts	-144115188075855872	7036410038816497548
orderedInts	-144115188075855871	7036410038816497604
orderedInts	-81985529216486896	-8926841276900330740
orderedInts	-72057594037927937	-8621677107650909168
orderedInts	-72057594037927936	9198137859954335628
orderedInts	-72057594037927935	9198137859954335684
orderedInts	-36028797018963969	-7540813197081990128
orderedInts	-36028797018963968	-8167742303186296948
orderedInts	-36028797018963967	-8167742303186296892
orderedInts	-18014398509481985	-7468755603044062192
orderedInts	-18014398509481984	-7158935986655305844
orderedInts	-18014398509481983	-7158935986655305788
orderedInts	-9007199254740993	-6730165264155300848
orderedInts	-9007199254740992	-6888720009013076084
orderedInts	-9007199254740991	-6888720009013076028
orderedInts	-4503599627370497	-6712150865645818864
orderedInts	-4503599627370496	-6636518429880328308
orderedInts	-4503599627370495	-6636518429880328252
orderedInts	-2251799813685249	-6527503280923628528
orderedInts	-2251799813685248	-6568964435469770868
orderedInts	-2251799813685247	-6568964435469770812
orderedInts	-1125899906842625	-6522999681296258032
orderedInts	-1125899906842624	-6505914040686583924
orderedInts	-1125899906842623	-6505914040686583868
orderedInts	-562949953421313	-6476837785115710448
orderedInts	-562949953421312	-6489025542083944564
orderedInts	-562949953421311	-6489025542083944508
orderedInts	-281474976710657	-6475711885208867824
orderedInts	-281474976710656	-6473262943388147828
orderedInts	-281474976710655	-6473262943388147772
orderedInts	-140737488355329	-6467830585860969456
orderedInts	-140737488355328	-6465381644040249460
orderedInts	-140737488355327	-6465381644040249404
orderedInts	-70368744177665	-6462060348838401008
orderedInts	-70368744177664	-6463270581714919540
orderedInts	-70368744177663	-6463270581714919484
orderedInts	-35184372088833	-6461919611350045680
orderedInts	-35184372088832	-6461300256877944948
orderedInts	-35184372088831	-6461300256877944892
orderedInts	-17592186044417	-6460477052094403568
orderedInts	-17592186044416	-6460772491296612468
orderedInts	-17592186044415	-6460772491296612412
orderedInts	-8796093022209	-6460441867722314736
orderedInts	-8796093022208	-6460279910087368820
orderedInts	-8796093022207	-6460279910087368764
orderedInts	-4398046511105	-6460081227908404208
orderedInts	-4398046511104	-6460147968692035700
orderedInts	-4398046511103	-6460147968692035644
orderedInts	-2199023255553	-6460072431815382000
orderedInts	-2199023255552	-6460024823389724788
orderedInts	-2199023255551	-6460024823389724732
orderedInts	-1099511627777	-6459982271861904368
orderedInts	-1099511627776	-6459991838040891508
orderedInts	-1099511627775	-6459991838040891452
orderedInts	-549755813889	-6459965779187487728
orderedInts	-549755813888	-6459975345366474868
orderedInts	-549755813887	-6459975345366474812
orderedInts	-274877906945	-6459964679675859952
orderedInts	-274877906944	-6459959952203686004
orderedInts	-274877906943	-6459959952203685948
orderedInts	-137438953473	-6459953409681675248
orderedInts	-137438953472	-6459955829035081844
orderedInts	-137438953471	-6459955829035081788
orderedInts	-68719476737	-6459953134803768304
orderedInts	-68719476736	-6459951980744384628
orderedInts	-68719476735	-6459951980744384572
orderedInts	-34359738369	-6459950317305222128
orderedInts	-34359738368	-6459950949952233588
orderedInts	-34359738367	-6459950949952233532
orderedInts	-17179869185	-6459950248585745392
orderedInts	-17179869184	-6459949987879559284
orderedInts	-17179869183	-6459949987879559228
orderedInts	-8589934593	-6459949544211108848
orderedInts	-8589934592	-6459949730181521524
orderedInts	-8589934591	-6459949730181521468
orderedInts	-4294967297	-6459949527031239664
orderedInts	-4294967296	-6459949489663352948
orderedInts	-4294967295	-6459949489663352892
orderedInts	-2147483649	-6459949406772155376
orderedInts	-2147483648	-6459949369404268660
orderedInts	-2147483647	-6459949369404268604
orderedInts	-1073741825	-6459949318725325808
orderedInts	-1073741824	-6459949337192013940
orderedInts	-1073741823	-6459949337192013884
orderedInts	-536870913	-6459949316577842160
orderedInts	-536870912	-6459949307127242868
orderedInts	-536870911	-6459949307127242812
orderedInts	-268435457	-6459949294566134768
orderedInts	-268435456	-6459949299074179188
orderedInts	-268435455	-6459949299074179132
orderedInts	-134217729	-6459949294029263856
orderedInts	-134217728	-6459949291557986420
orderedInts	-134217727	-6459949291557986364
orderedInts	-67108865	-6459949288526337008
orderedInts	-67108864	-6459949289544720500
orderedInts	-67108863	-6459949289544720444
orderedInts	-33554433	-6459949288392119280
orderedInts	-33554432	-6459949287665672308
orderedInts	-33554431	-6459949287665672252
orderedInts	-16777217	-6459949287016387568
orderedInts	-16777216	-6459949287162355828
orderedInts	-16777215	-6459949287162355772
orderedInts	-8388609	-6459949286764729328
orderedInts	-8388608	-6459949286910697588
orderedInts	-8388607	-6459949286910697532
orderedInts	-4194305	-6459949286747952112
orderedInts	-4194304	-6459949286675816564
orderedInts	-4194303	-6459949286675816508
orderedInts	-2097153	-6459949286575985648
orderedInts	-2097152	-6459949286612902004
orderedInts	-2097151	-6459949286612901948
orderedInts	-1048577	-6459949286571791344
orderedInts	-1048576	-6459949286554181748
orderedInts	-1048575	-6459949286554181692
orderedInts	-524289	-6459949286528799728
orderedInts	-524288	-6459949286538453108
orderedInts	-524287	-6459949286538453052
orderedInts	-262145	-6459949286527751152
orderedInts	-262144	-6459949286523773044
orderedInts	-262143	-6459949286523772988
orderedInts	-131073	-6459949286517003248
orderedInts	-131072	-6459949286519840884
orderedInts	-131071	-6459949286519840828
orderedInts	-65537	-6459949286516741104
