plusCase	-18014398509481987	-18014398509481987	864691128455135424
plusCase	-18014398509481987	-9007199254740995	180143985094820032
plusCase	-18014398509481987	-9007199254740993	180143985094819728
plusCase	-18014398509481987	-9007199254740992	180143985094819728
plusCase	-18014398509481987	-9007199254740991	180143985094819784
plusCase	-18014398509481987	-3	504403158265495554
plusCase	-18014398509481987	-1	504403158265495674
plusCase	-18014398509481987	0	-504403158265495674
plusCase	-18014398509481987	1	-504403158265495598
plusCase	-18014398509481987	3	-504403158265495798
plusCase	-18014398509481987	9007199254740991	-180143985094819952
plusCase	-18014398509481987	9007199254740992	-180143985094819952
plusCase	-18014398509481987	9007199254740993	-180143985094819952
plusCase	-18014398509481987	9007199254740995	-180143985094820064
plusCase	-18014398509481987	18014398509481987	-864691128455135456
plusCase	-9007199254740995	-18014398509481987	612489549322387648
plusCase	-9007199254740995	-9007199254740995	432345564227567808
plusCase	-9007199254740995	-9007199254740993	504403158265495440
plusCase	-9007199254740995	-9007199254740992	504403158265495440
plusCase	-9007199254740995	-9007199254740991	504403158265495496
plusCase	-9007199254740995	-3	252201579132747778
plusCase	-9007199254740995	-1	252201579132747898
plusCase	-9007199254740995	0	-252201579132747898
plusCase	-9007199254740995	1	-252201579132747822
plusCase	-9007199254740995	3	-252201579132748022
plusCase	-9007199254740995	9007199254740991	-432345564227567728
plusCase	-9007199254740995	9007199254740992	-432345564227567728
plusCase	-9007199254740995	9007199254740993	-432345564227567728
plusCase	-9007199254740995	9007199254740995	-432345564227567840
plusCase	-9007199254740995	18014398509481987	-612489549322387680
plusCase	-9007199254740993	-18014398509481987	612489549322387280
plusCase	-9007199254740993	-9007199254740995	504403158265495376
plusCase	-9007199254740993	-9007199254740993	432345564227567616
plusCase	-9007199254740993	-9007199254740992	432345564227567616
plusCase	-9007199254740993	-9007199254740991	432345564227567704
plusCase	-9007199254740993	-3	252201579132747666
plusCase	-9007199254740993	-1	252201579132747754
plusCase	-9007199254740993	0	-252201579132747754
plusCase	-9007199254740993	1	-252201579132747710
plusCase	-9007199254740993	3	-252201579132747622
plusCase	-9007199254740993	9007199254740991	-504403158265495552
plusCase	-9007199254740993	9007199254740992	-504403158265495552
plusCase	-9007199254740993	9007199254740993	-504403158265495552
plusCase	-9007199254740993	9007199254740995	-504403158265495376
plusCase	-9007199254740993	18014398509481987	-612489549322387280
plusCase	-9007199254740992	-18014398509481987	612489549322387280
plusCase	-9007199254740992	-9007199254740995	504403158265495376
plusCase	-9007199254740992	-9007199254740993	432345564227567616
plusCase	-9007199254740992	-9007199254740992	432345564227567616
plusCase	-9007199254740992	-9007199254740991	432345564227567704
plusCase	-9007199254740992	-3	252201579132747666
plusCase	-9007199254740992	-1	252201579132747754
plusCase	-9007199254740992	0	-252201579132747754
plusCase	-9007199254740992	1	-252201579132747710
plusCase	-9007199254740992	3	-252201579132747622
plusCase	-9007199254740992	9007199254740991	-504403158265495552
plusCase	-9007199254740992	9007199254740992	-504403158265495552
plusCase	-9007199254740992	9007199254740993	-504403158265495552
plusCase	-9007199254740992	9007199254740995	-504403158265495376
plusCase	-9007199254740992	18014398509481987	-612489549322387280
plusCase	-9007199254740991	-18014398509481987	612489549322387304
plusCase	-9007199254740991	-9007199254740995	504403158265495400
plusCase	-9007199254740991	-9007199254740993	432345564227567672
plusCase	-9007199254740991	-9007199254740992	432345564227567672
plusCase	-9007199254740991	-9007199254740991	432345564227567712
plusCase	-9007199254740991	-3	252201579132747690
plusCase	-9007199254740991	-1	252201579132747730
plusCase	-9007199254740991	0	-252201579132747730
plusCase	-9007199254740991	1	-252201579132747654
plusCase	-9007199254740991	3	-252201579132747614
