vectorCase	-9223372036854775808	-9223372036854775808	404
vectorCase	-9223372036854775808	-3000000001	9223372003854777251
vectorCase	-9223372036854775808	-1	-9223372036854775389
vectorCase	-9223372036854775808	0	-9223372036854775404
vectorCase	-9223372036854775808	1	-9223372036854775415
vectorCase	-9223372036854775808	9000000003	-9223371937854775177
vectorCase	-9223372036854775808	9223372036854775807	419
vectorCase	-3000000001	-9223372036854775808	-9223371974954113103
vectorCase	-3000000001	-3000000001	28362748348
vectorCase	-3000000001	-1	61900662716
vectorCase	-3000000001	0	61900662705
vectorCase	-3000000001	1	61900662662
vectorCase	-3000000001	9000000003	-28362749552
vectorCase	-3000000001	9223372036854775807	-9223371974954113092
vectorCase	-1	-9223372036854775808	-9223372036854775375
vectorCase	-1	-3000000001	-32999998532
vectorCase	-1	-1	444
vectorCase	-1	0	433
vectorCase	-1	1	390
vectorCase	-1	9000000003	99000001424
vectorCase	-1	9223372036854775807	-9223372036854775364
vectorCase	0	-9223372036854775808	-9223372036854775404
vectorCase	0	-3000000001	-32999998557
vectorCase	0	-1	419
vectorCase	0	0	404
vectorCase	0	1	393
vectorCase	0	9000000003	99000000631
vectorCase	0	9223372036854775807	-9223372036854775389
vectorCase	1	-9223372036854775808	-9223372036854775425
vectorCase	1	-3000000001	-32999998622
vectorCase	1	-1	354
vectorCase	1	0	383
vectorCase	1	1	372
vectorCase	1	9000000003	99000000670
vectorCase	1	9223372036854775807	-9223372036854775454
vectorCase	9000000003	-9223372036854775808	-9223371992379208531
vectorCase	9000000003	-3000000001	77507033432
vectorCase	9000000003	-1	44475567960
vectorCase	9000000003	0	44475567277
vectorCase	9000000003	1	44475567282
vectorCase	9000000003	9000000003	220378640012
vectorCase	9000000003	9223372036854775807	-9223371992379207848
vectorCase	9223372036854775807	-9223372036854775808	433
vectorCase	9223372036854775807	-3000000001	9223372003854777276
vectorCase	9223372036854775807	-1	-9223372036854775364
vectorCase	9223372036854775807	0	-9223372036854775375
vectorCase	9223372036854775807	1	-9223372036854775418
vectorCase	9223372036854775807	9000000003	-9223371937854774384
vectorCase	9223372036854775807	9223372036854775807	444
subtractCase	-9223372036854775808	-9223372036854775808	436
subtractCase	-9223372036854775808	-3000000001	-9223371905133135257
subtractCase	-9223372036854775808	-1	-9223372036854775705
subtractCase	-9223372036854775808	0	-9223372036854775372
subtractCase	-9223372036854775808	1	-9223372036854775351
subtractCase	-9223372036854775808	9000000003	-9223371641671966189
subtractCase	-9223372036854775808	9223372036854775807	103
subtractCase	-3000000001	-9223372036854775808	-9223371997854775743
subtractCase	-3000000001	-3000000001	24000196724
subtractCase	-3000000001	-1	39000000116
subtractCase	-3000000001	0	39000000065
subtractCase	-3000000001	1	39000000470
subtractCase	-3000000001	9000000003	365444265984
subtractCase	-3000000001	9223372036854775807	-9223371997854775692
subtractCase	-1	-9223372036854775808	-9223372036854775743
subtractCase	-1	-3000000001	131721640564
subtractCase	-1	-1	116
subtractCase	-1	0	65
subtractCase	-1	1	470
subtractCase	-1	9000000003	395182809600
subtractCase	-1	9223372036854775807	-9223372036854775692
