pairCase	0	0	-134
pairCase	1	-1	-138
pairCase	-1	1	-130
pairCase	3000000001	9000000043	120000000346
pairCase	-9000000007	4000000011	-19000000062
pairCase	17	29	304
pairCase	29	17	256
pairCase	9223372036854775807	-9223372036854775808	-141
pairCase	-9223372036854775808	9223372036854775807	-145
pairCase	9223372036854775807	9223372036854775807	-152
pairCase	-9223372036854775808	-9223372036854775808	-134
forwardedCase	0	0	94
forwardedCase	1	-1	90
forwardedCase	-1	1	98
forwardedCase	3000000001	9000000043	120000000574
forwardedCase	-9000000007	4000000011	-18999999834
forwardedCase	17	29	532
forwardedCase	29	17	484
forwardedCase	9223372036854775807	-9223372036854775808	87
forwardedCase	-9223372036854775808	9223372036854775807	83
forwardedCase	9223372036854775807	9223372036854775807	76
forwardedCase	-9223372036854775808	-9223372036854775808	94
outstandingCase	0	0	-134
outstandingCase	1	-1	-132
outstandingCase	-1	1	-136
outstandingCase	3000000001	9000000043	150000000396
outstandingCase	-9000000007	4000000011	-78000000100
outstandingCase	17	29	452
outstandingCase	29	17	476
outstandingCase	9223372036854775807	-9223372036854775808	-148
outstandingCase	-9223372036854775808	9223372036854775807	-146
outstandingCase	9223372036854775807	9223372036854775807	-160
outstandingCase	-9223372036854775808	-9223372036854775808	-134
mixedCase	0	0	-190
mixedCase	1	-1	-178
mixedCase	-1	1	-202
mixedCase	3000000001	9000000043	11999999734
mixedCase	-9000000007	4000000011	-98000000282
mixedCase	17	29	-78
mixedCase	29	17	66
mixedCase	9223372036854775807	-9223372036854775808	-200
mixedCase	-9223372036854775808	9223372036854775807	-188
mixedCase	9223372036854775807	9223372036854775807	-198
mixedCase	-9223372036854775808	-9223372036854775808	-190
lazyMixedCase	0	0	-92
lazyMixedCase	1	-1	-94
lazyMixedCase	-1	1	-90
lazyMixedCase	3000000001	9000000043	54000000126
lazyMixedCase	-9000000007	4000000011	-7000000058
lazyMixedCase	17	29	104
lazyMixedCase	29	17	80
lazyMixedCase	9223372036854775807	-9223372036854775808	-95
lazyMixedCase	-9223372036854775808	9223372036854775807	-97
lazyMixedCase	9223372036854775807	9223372036854775807	-100
lazyMixedCase	-9223372036854775808	-9223372036854775808	-92
