plusCase	-9223372036854775808	-128	65591
plusCase	-81985529216486895	-2	55245
plusCase	-257	63	40405
plusCase	-256	-128	65591
plusCase	-129	-2	72689
plusCase	-128	-9223372036854775808	65591
plusCase	-128	-256	65591
plusCase	-128	-127	59675
plusCase	-128	-63	57883
plusCase	-128	-31	52379
plusCase	-128	-15	48603
plusCase	-128	-7	40443
plusCase	-128	-3	65163
plusCase	-128	0	65591
plusCase	-128	3	35043
plusCase	-128	7	54131
plusCase	-128	15	58003
plusCase	-128	31	48851
plusCase	-128	63	50259
plusCase	-128	127	46675
plusCase	-128	254	73327
plusCase	-128	257	41243
plusCase	-127	-128	60085
plusCase	-65	-2	57713
plusCase	-64	63	48595
plusCase	-63	-128	61237
plusCase	-33	-2	60465
plusCase	-32	63	63379
plusCase	-31	-128	49909
plusCase	-17	-2	58129
plusCase	-16	63	51315
plusCase	-15	-128	51925
plusCase	-9	-2	75265
plusCase	-8	63	60771
plusCase	-7	-128	58565
plusCase	-5	-2	79097
plusCase	-4	63	69723
plusCase	-3	-128	71869
plusCase	-2	-81985529216486895	44895
plusCase	-2	-129	72279
plusCase	-2	-65	60247
plusCase	-2	-33	55255
plusCase	-2	-17	54295
plusCase	-2	-9	55095
plusCase	-2	-5	77255
plusCase	-2	-2	48243
plusCase	-2	1	45855
plusCase	-2	4	67019
plusCase	-2	8	56923
plusCase	-2	16	44667
plusCase	-2	32	61883
plusCase	-2	64	38459
plusCase	-2	128	80443
plusCase	-2	255	34647
plusCase	-2	81985529216486895	54295
plusCase	-1	63	40405
plusCase	0	-128	65591
plusCase	0	0	54839
plusCase	0	1	59675
plusCase	0	2	67839
plusCase	0	63	41555
plusCase	0	127	70995
plusCase	0	128	65591
plusCase	0	129	41243
plusCase	0	254	42863
plusCase	0	255	46675
plusCase	1	-2	47085
plusCase	1	0	60085
plusCase	1	1	68249
plusCase	1	2	75133
plusCase	1	63	50129
plusCase	1	127	67537
plusCase	1	128	36021
plusCase	1	129	34713
plusCase	1	254	47085
plusCase	1	255	55249
plusCase	2	0	59955
plusCase	2	1	66839
plusCase	2	2	75003
plusCase	2	63	50767
plusCase	2	127	47439
plusCase	2	128	35123
plusCase	2	129	43287
plusCase	2	254	52843
plusCase	2	255	57679
plusCase	3	-128	43697
plusCase	4	-2	60775
plusCase	5	63	38857
plusCase	7	-128	70569
plusCase	8	-2	48223
plusCase	9	63	73153
plusCase	15	-128	56217
plusCase	16	-2	46671
plusCase	17	63	50609
plusCase	31	-128	62329
plusCase	32	-2	50479
plusCase	33	63	53905
plusCase	63	-257	43349
plusCase	63	-128	62009
plusCase	63	-64	48185
plusCase	63	-32	55225
plusCase	63	-16	41721
plusCase	63	-8	41241
plusCase	63	-4	58793
plusCase	63	-1	43349
plusCase	63	0	44089
plusCase	63	1	52253
plusCase	63	2	60417
plusCase	63	5	80045
plusCase	63	9	33085
plusCase	63	17	66397
plusCase	63	33	54685
plusCase	63	63	78933
plusCase	63	65	62749
plusCase	63	127	53845
plusCase	63	128	62009
plusCase	63	129	55069
plusCase	63	254	69233
plusCase	63	255	43349
plusCase	63	256	44089
plusCase	63	9223372036854775807	43349
plusCase	64	-2	64239
plusCase	65	63	65617
plusCase	127	-128	46265
plusCase	127	0	81081
plusCase	127	1	64669
plusCase	127	2	45441
plusCase	127	63	56789
plusCase	127	127	42453
plusCase	127	128	46265
plusCase	127	129	54429
plusCase	127	254	72689
plusCase	127	255	80853
plusCase	128	-2	73327
plusCase	128	0	65591
plusCase	128	1	41243
plusCase	128	2	26879
plusCase	128	63	50259
plusCase	128	127	46675
plusCase	128	128	54839
plusCase	128	129	59675
plusCase	128	254	73327
plusCase	128	255	70995
plusCase	129	0	36021
plusCase	129	1	34713
plusCase	129	2	35453
plusCase	129	63	58833
plusCase	129	127	55249
plusCase	129	128	60085
plusCase	129	129	68249
plusCase	129	254	71405
plusCase	129	255	67537
plusCase	254	-128	80443
plusCase	254	0	42043
plusCase	254	1	45855
plusCase	254	2	54019
plusCase	254	63	58199
plusCase	254	127	72279
plusCase	254	128	80443
plusCase	254	129	75039
plusCase	254	254	48243
plusCase	254	255	34647
plusCase	255	-2	41713
plusCase	255	0	46265
plusCase	255	1	54429
plusCase	255	2	59265
plusCase	255	63	40405
plusCase	255	127	80853
plusCase	255	128	81081
plusCase	255	129	64669
plusCase	255	254	41713
plusCase	255	255	42453
plusCase	256	63	41555
plusCase	257	-128	36021
plusCase	81985529216486895	-2	58129
plusCase	9223372036854775807	63	40405
minusCase	-9223372036854775808	-128	56903
minusCase	-81985529216486895	-2	52965
minusCase	-257	63	39409
minusCase	-256	-128	56903
minusCase	-129	-2	65129
minusCase	-128	-9223372036854775808	56903
minusCase	-128	-256	56903
minusCase	-128	-127	50895
minusCase	-128	-63	55759
minusCase	-128	-31	42191
minusCase	-128	-15	56143
minusCase	-128	-7	30607
minusCase	-128	-3	63407
minusCase	-128	0	56903
minusCase	-128	3	74975
minusCase	-128	7	56063
minusCase	-128	15	59199
minusCase	-128	31	46015
minusCase	-128	63	82623
minusCase	-128	127	51391
minusCase	-128	254	61239
minusCase	-128	257	54735
minusCase	-127	-128	56085
minusCase	-65	-2	41449
minusCase	-64	63	56127
minusCase	-63	-128	76693
minusCase	-33	-2	54953
